24.009,0.2055,4.05
24.009,0.2055,4.05
23.618,0.3076,7.194
23.618,0.3076,7.194
23.654,0.3075,7.204
23.654,0.3075,7.204
23.656,0.3079,7.208
23.656,0.3079,7.208
23.656,0.3072,7.208
23.656,0.3072,7.208
23.671,0.2993,7.01
23.671,0.2993,7.01
23.67,0.2943,6.886
23.67,0.2943,6.886
23.658,0.2941,6.886
23.658,0.2941,6.886
23.64,0.2943,6.885
23.64,0.2943,6.885
23.64,0.2943,6.885
23.595,0.3099,7.199
23.595,0.3099,7.199
21.208,9.9999e+102,9.9999e+102
21.208,9.9999e+102,9.9999e+102
20.011,9.9999e+102,9.9999e+102
20.011,9.9999e+102,9.9999e+102
20.148,9.9999e+102,162.2
20.148,9.9999e+102,162.2
20.282,4.0635,75.63
20.282,4.0635,75.63
21.368,2.2116,46.78
21.368,2.2116,46.78
21.094,2.3904,49.56
21.094,2.3904,49.56
20.763,2.7531,55.92
20.763,2.7531,55.92
21.091,2.3661,49.72
21.091,2.3661,49.72
21.283,2.2058,46.63
21.283,2.2058,46.63
21.283,1.8046,39.05
21.759,1.8046,39.05
21.759,1.8046,39.05
21.159,2.322,47.48
21.159,2.322,47.48
20.809,2.704,54.66
20.809,2.704,54.66
21.131,2.414,49.03
21.131,2.414,49.03
20.964,2.4628,51.49
20.964,2.4628,51.49
21.098,2.3333,48.96
21.098,2.3333,48.96
21.676,1.8508,40.07
21.676,1.8508,40.07
21.652,1.8312,39.56
21.652,1.8312,39.56
21.483,1.9443,41.47
21.483,1.9443,41.47
21.833,1.686,36.4
21.833,1.686,36.4
21.407,1.9697,41.64
21.407,1.9697,41.64
21.407,1.9697,41.64
21.055,2.3003,47.07
21.055,2.3003,47.07
20.939,2.4183,49.81
20.939,2.4183,49.81
21.216,2.1202,44.92
21.216,2.1202,44.92
21.085,2.2546,47.01
21.085,2.2546,47.01
20.953,2.3909,48.87
20.953,2.3909,48.87
20.12,3.1722,63.24
20.12,3.1722,63.24
20.746,2.9022,56.18
20.746,2.9022,56.18
21.013,2.4181,49.91
21.013,2.4181,49.91
19.946,3.4281,67.83
19.946,3.4281,67.83
20.533,2.8591,58.69
20.533,2.8591,58.69
20.533,2.8591,58.69
20.171,3.2104,64.61
20.171,3.2104,64.61
20.536,2.8905,59.08
20.536,2.8905,59.08
20.053,3.6368,69.8
20.053,3.6368,69.8
20.589,2.9019,59.57
20.589,2.9019,59.57
20.901,2.6154,54.02
20.901,2.6154,54.02
20.906,2.5759,53.69
20.906,2.5759,53.69
21.194,2.3038,48.27
21.194,2.3038,48.27
20.939,2.5267,52.38
20.939,2.5267,52.38
20.427,2.9686,60.58
20.427,2.9686,60.58
21.805,2.0651,41.01
21.805,2.0651,41.01
24.379,0.3972,9.22
24.379,0.0794,1.844
24.379,0.0794,1.844
24.487,0.2608,5.88
24.487,0.2608,5.88
24.39,0.2933,7.094
24.39,0.2933,7.094
24.343,0.289,6.971
24.343,0.289,6.971
24.293,0.2901,6.986
24.293,0.2901,6.986
23.381,1.0639,17.219
23.381,1.0639,17.219
19.967,9.9999e+102,9.9999e+102
19.967,9.9999e+102,9.9999e+102
20.043,9.9999e+102,9.9999e+102
20.043,9.9999e+102,9.9999e+102
20.788,9.9999e+102,53.43
20.788,9.9999e+102,133.58
21.739,2.8575,55.91
21.739,2.8575,55.91
21.791,1.6696,36.37
21.791,1.6696,36.37
21.689,1.7178,37.23
21.689,1.7178,37.23
21.689,1.7178,37.23
21.848,1.5916,34.7
21.848,1.5916,34.7
21.887,1.5344,33.57
21.887,1.5344,33.57
21.832,1.5491,33.78
21.832,1.5491,33.78
21.841,1.5416,33.56
21.841,1.5416,33.56
21.837,1.5297,33.31
21.837,1.5297,33.31
21.957,1.4543,31.65
21.957,1.4543,31.65
22.07,1.3517,29.74
22.07,1.3517,29.74
21.823,1.5034,32.73
21.823,1.5034,32.73
21.901,1.4443,31.62
21.901,1.4443,31.62
21.783,1.5154,32.99
21.783,1.5154,32.99
21.783,1.5154,32.99
22.114,1.2943,28.57
